	restaurantName	address	city	postalCode	country	region	priceRange	cuisineType	facilitiesServices	creditCards	phoneNumber	website	latitude	logitude	description_filtered
1608	Hyle	contrada Torre Garga SS 107	San Giovanni in Fiore	87055	ITA	Calabria	€€€€	Modern Cuisine, Calabrian	Air conditioning, Car park, Garden or park, Interesting wine list, Notable sake list	Amex, Mastercard, Visa	+39 0984 970722	https://www.hyleristorante.it/	39.2851384	16.6441951	locat wood sila plateau famou sinc greek time restaur aim take guest culinari voyag region hill overlook sea high mountain peak although span short distanc cover fertil area boast rich divers ingredi enhanc experi chef antonio biafora restaur ’ focu top-qual local produc veget aromat herb walnut etc sourc local farmer grower creat chain econom social respons addit à la cart option guest also choic two tast menu region charact emphasis calabrian name pùzalyandchjùbica first seven-cours menu take name greek word “ pisser ” mean resin second refer ancient road link paola cirò marina consist eleven cours full flavour excel valu money
1609	Il Tempo Nuovo	via Castello 13	Ugento	73059	ITA	Apulia	€€€	Contemporary, Apulian	Air conditioning, Counter dining, Garden or park, Terrace	Amex, Mastercard, Visa	+39 0833 185 0721	https://www.iltemponuovo.com/	39.9294116	18.1618541	occupi charm boutiqu hotel castello di ugento also home restaur puglian chef reinterpret tradit salento contemporari dish featur array meat fish veget staff happi recommend best accompani meal whether good wine plenti wine list delici cocktail
1610	L'Agave	località Chiama	Framura	19014	ITA	Liguria	€€	Ligurian	Great view, Restaurant offering vegetarian menus	Amex, Mastercard, Visa	+39 328 862 6222	https://lagaveframura.it	44.1999789	9.5570426	perch cliff overlook small port framura terrac restaur boast one stun view area dish serv young chef declar love liguria wine list featur remark select top-qual region ingredi artichok asparagu albenga bean pigna pine nut prebugiun mixtur wild plant taggiasca oliv cours local fish seafood
1611	Locanda de Banchieri	via Porredo 32	Fosdinovo	54035	ITA	Tuscany	€€€	Country cooking, Farm to table	Air conditioning, Car park, Garden or park, Great view, Interesting wine list, Restaurant offering vegetarian menus	Amex, Mastercard, Visa	+39 333 184 9263	https://www.locandadebanchieri.it/ristorante	44.114434	10.0015367	spend time work aosta valley chef giacomo devoto sarzana return nativ region convert old 17c countri farmhous nestl amid tranquil verdant landscap intim inn guestroom farm sit panoram veranda view sea coast guest serv creativ cuisin full delici flavour lunigiana devoto ’ imagin recip inspir season ingredi mani veget extra-virgin oliv oil grown farm meat fish sourc either inland nearbi sea
1612	Maragoncello	via San Giovanni 1, località Vighizzolo	Montichiari	25018	ITA	Lombardy	€€€	Seafood, Mediterranean Cuisine	Air conditioning, Terrace	Mastercard, Visa	+39 030 962304	https://www.ristorantemaragoncello.it/	45.4268188	10.367252	situat small villag bassa bresciana region restaur come someth surpris due focu fish select raw seafood option good-value-for-money tast menu particular highlight personalis cuisin full flavour serv modern convivi dine room
1613	Oltremare	via Diego Taiani 3	Maiori	84010	ITA	Campania	€€€	Contemporary, Creative	Air conditioning, Car park, Great view, Restaurant offering vegetarian menus, Terrace	Amex, Mastercard, Visa	+39 089 877699	https://www.restaurantoltremare.it	40.644876	14.6475241	situat fifth floor due torri hotel restaur recent refurbish give even charm atmospher feel cuisin creativ style almost alway use ingredi recip campania inspir – good exampl mani differ way tomato use includ tomato water distil alemb still chef alfonso crisci ’ recip complex alway full differ ingredi colour select delici gener dessert finish meal
1614	Osteria Ophis	corso Serpente Aureo 54/b	Offida	63073	ITA	Marche	€€	Cuisine from the Marches, Modern Cuisine	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 0736 889920	https://www.osteriaophis.com/	42.9355659	13.6924987	situat beauti histor centr offida restaur brick-vault ceil hous former stabl old palazzo modern invit decor near entranc small window offer glimps kitchen region cuisin reinterpret individu flair chef showcas à la cart chang regularli includ truffl season two excel tast menu
1615	Pentole e Provette	Via Musco 37	Fasano	72015	ITA	Apulia	€€€	Modern Cuisine	Interesting wine list, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 348 655 4811	http://www.pentoleeprovette.com	40.8365964	17.3618341	restaur run luca trabalzini partner rossella real gem small town fasano stori began australia add fascin touch gastronom project atmospher warm live make perfect set enjoy chef ’ innov cuisin showcas three distinct menu dedic meat fish vegetarian dish respect luca ’ cuisin modern eleg particular attent paid flavour textur everi dish offer fulli round sensori experi
1616	Principe di Belludia	contrada Belludia sp 51	Noto	96017	ITA	Sicily	€€€€	Creative	Air conditioning, Car park, Garden or park, Terrace	Amex, Mastercard, Visa	+39 0931 184 2020	https://ilsancorradodinoto.com	36.8448679	15.0018149	princip di belludia gourmet restaur il san corrado di noto hotel luxuri resort seclud rural locat two enorm swim pool new execut chef martin lazarov showcas love sicili particular attent veget dish
1617	Remulass	via Nino Bixio 21	Milan	20129	ITA	Lombardy	€€	Modern Cuisine	Air conditioning, Wheelchair access	Amex, Mastercard, Visa	+39 02 5251 7356	https://www.remulass.it	45.47234	9.209951	“ cook root ” mantra remulass phrase inspir restaur ’ name “ wild radish ” local milanes dialect small live restaur get busi even book highli recommend attract modern colour dish alway featur plenti root veget aromat herb recommend ferment veget bake ricotta gin dress
1618	San Tommaso 10	via San Tommaso 10	Turin	10122	ITA	Piedmont	€€€	Piedmontese, Modern Cuisine	Air conditioning	Amex, Mastercard, Visa	+39 011 534201	http://www.santommaso10.com	45.0710695	7.6818529	1895 luigi lavazza open groceri store immedi began blend coffe 129 year later place host modern restaur superb kitchen run chef despit hail march region treat guest one authent interpret piedmontes cuisin citi often creativ touch among option offer trolley antipasti must
1619	Sintesi	viale dei Castani 17	Ariccia	72	ITA	Lazio	€€€	Contemporary, Seasonal Cuisine	Air conditioning, Car park	Amex, Mastercard, Visa	+39 06 4555 7597	http://ristorantesintesi.it	41.725881	12.6797918	modern welcom restaur whose motto “ tradit innov ” perfectli sum cuisin à la cart tast menu alik ’ find classic dish includ risotto pea lemon raw scampi alongsid creativ offer grill pannicolo hanger steak nemi strawberri herb present modern precis manner occasion nod asian techniqu northern european culinari method ferment marinad dri age fish etc wine list chang season menu
1620	SOMS	via Piave 61	Pescara	65122	ITA	Abruzzo	€€	Cuisine from Abruzzo, Contemporary	Air conditioning, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 085 943 0068	https://www.somsristorante.it	42.4713925	14.2067878	situat pedestrianis area old town histor “ società operaia di mutuo soccorso ” som – worker ’ mutual aid associ transform bright welcom restaur chef creat dish influenc tradit abruzzi yet decidedli origin style barbecu dish one special classic decor plu pleasant outdoor space alfresco dine summer
1621	Urubamba	via Gaetano Filangieri 16/c	Naples	80121	ITA	Campania	€€€	Fusion	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 349 813 9574	http://www.urubamba.it	40.8361738	14.2406752	situat amid luxuri boutiqu histor palazzi one napl ’ exclus district restaur boast chic romant dine room soft light first floor well exclus outdoor terrac fine weather cuisin total keep trendi set featur success combin two differ gastronom cultur name peruvian japanes blend togeth perfectli
1622	Zanze XVI	fondamenta dei Tolentini, sestiere Santa Croce 231	Venice	30135	ITA	Veneto	€€€€	Creative, Modern Cuisine	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 041 715394	https://zanze.it/	45.4388376	12.3212634	although set convivi atmospher restaur recal typic venetianbàcaro cuisin complet differ feel ingredi sourc best market local produc result uniqu dish reflect culinari tradit lagoon surround area tabl arrang outdoor view tranquil canal add appeal profession yet friendli servic help put guest complet eas
1623	Al Borgo	via Anconetta 8	Belluno	32100	ITA	Veneto	€	Piedmontese, Traditional Cuisine	Car park, Garden or park, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0437 926755	https://www.alborgo.to/	46.1250037	12.2116816	hous within 18c villa small tradit hamlet restaur warm rustic ambienc serv region cuisin gioie del borgo home produc salami sausag barley bean soup homemad ice cream highli recommend
1624	Al Moro	via Pietri 1277	Marina Di Campo	57034	ITA	Tuscany	€€€	Mediterranean Cuisine	Air conditioning, Car park, Terrace	Amex, Mastercard, Visa	+39 392 443 0495	https://www.ristorantealmoro.it	42.7431631	10.2192624	situat away main tourist area rustic build strike attract outdoor space shade wooden gazebo restaur boast inform relax atmospher mediterranean cuisin full charact prepar top-qual ingredi includ small select oyster
1625	Anastasia	via Bainsizza 3	Civitanova Marche	62012	ITA	Marche	€€	Seafood	Terrace	Amex, Mastercard, Visa	+39 366 200 9550	https://www.anastasiapiccolamaesta.com/ristorante/	43.3035996	13.7354778	cocktail bar seafront also restaur specialis fresh fish serv select classic dish tartar elabor recip dine room modern spaciou plu ’ outdoor terrac alfresco dine fine weather guestroom luxuri apart also avail swim pool roof
1626	Antiche Carampane	rio Terà delle Carampane, sestiere San Polo 1911	Venice	30125	ITA	Veneto	€€€	Venetian	Air conditioning, Terrace	Mastercard, Visa	+39 041 524 0165	https://www.antichecarampane.com/it/	45.4386687	12.3310933	typic floor decor wall warm appeal decor restaur highlight histor feel provid set guest happili return time time local fish seafood special serv includesard saor sardin salt cod fri soft-shel crab cuttlefish black ink – skil prepar dish remain faith tradit recip
1627	Cala Luna	via Vincenzo Cavallaro 12	Cefalu	90015	ITA	Sicily	€€€€	Contemporary, Sicilian	Air conditioning, Great view, Restaurant offering vegetarian menus, Terrace	Amex, Mastercard, Visa	+39 0921 424144	https://lecalette.it/it/ristoranti/cala-luna/	38.0336752	14.037633	eleg fine-din restaur le calett boutiqu hotel cala luna boast attract dine room rizz mari meal serv low season well open-air garden via presidiana summer dine like dine room view take caldura rock la rocca outcrop albeit slightli differ perspect chef dario pandolfo use creativ techniqu acquir time work renown restaur appli sicilian ingredi tradit result excit colour cuisin creativ full mediterranean flavour
1628	Clandestino Susci Bar	Baia di Portonovo	Portonovo	60020	ITA	Marche	€€€	Creative, Seafood	Great view, Terrace	Amex, Mastercard, Visa	+39 071 801422	https://www.morenocedroni.it/clandestino/	43.5654162	13.5918668	built stilt clandestino uniqu restaur simpl yet trendi ambienc overlook beauti unspoilt beach view sea window distinctli romant feel night moreno cedroni focus gourmet cuisin lunchtim well even addit two tast menu ero susci susci memori lunch ’ small à la cart
1629	Colline Ciociare	via Prenestina 27	Acuto	3010	ITA	Lazio	€€€€	Cuisine from Lazio, Creative	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 0775 56049	http://www.lecollineciociare.it/	41.7921649	13.1806079	guest make restaur situat 60km rome road plenti wind bend show real commit probabl ’ heard culinari delicaci salvator tassa bring tabl ’ restrict choic unlimit imagin dish rang tradit italian classic recip lazio bolder innov fare typic culinari world chef-cum-poet eschew definit fashion modern nù bistro enjoy chef ’ tradit long-establish recip
1630	Coria	Via Prefettura 21	Catania	95121	ITA	Sicily	€€€	Italian Contemporary, Sicilian	Air conditioning, Interesting wine list, Wheelchair access	Amex, Mastercard, Visa	+39 095 286 4291	https://www.ristorantecoria.it	37.5053157	15.0860216	left previou premis caltagiron old acquaint michelin guid open catania right citi centr period palazzi avenu plant oleand simpl yet eleg set enhanc work art nunzio fisichella painter devot depict etna mani mood delic cuisin continu focu itali occasion sicilian influenc ingredi sauc style cook flavour – noth forc special mention made grill quail perfectli cook sicilian style well “ minnuzza di sant ’ agata ” – stuf cuttlefish potato foam candi lemon hint fresh come wine choic talent sommeli tell region origin whether wine sicili itali elsewher europ finish meal make sure tri glass marsala stravecchio intorcia
1631	Gassenwirt	via Paese 42	Kiens	39030	ITA	Trentino-South Tyrol	€	Country cooking, Home Cooking	Car park	Mastercard, Visa	+39 0474 565389	https://www.gassenwirt.it/it	46.8092067	11.8414858	situat next villag church restaur serv excel south tyrolean cuisin sinc far back 1602. hous special includ canederli pressati dumpl buchteln type sweet bun
1632	L'Argaj	via Alba-Monforte 114	Castiglione Falletto	12060	ITA	Piedmont	€€	Creative	Interesting wine list, Terrace	Mastercard, Visa	+39 0173 62882	https://argajristorante.it/	44.622997	7.974684	piedmontes dialect “ argaj ” translat “ satisfact ” never restaur name seem appropri simpl colour welcom dine room window look hill attent cuisin skil balanc classic local dish creativ option choos à la cart tast menu accompani excel array wine
1633	La Conchiglia	Lungomare 33	Arma di Taggia	18011	ITA	Liguria	€€€	Classic Cuisine	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 0184 43169		43.830084	7.8485144	small restaur vault ceil provid set dish becom classic thank focu top-qual ingredi cuisin light simpl rather bold elabor focu bring full flavour fish meat dish also avail ’ keen learn ligurian gastronom special take time cours chat friendli owner impress knowledg region
1634	Lanzani Bottega & Bistrot	via Albertano da Brescia 41	Brescia	25127	ITA	Lombardy	€€	Modern Cuisine, Italian Contemporary	Air conditioning, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 030 313471	https://www.gastronomialanzani.it/	45.5482028	10.1793875	modern restaur open 7am 11pm famili butcher ’ also act delicatessen wine boutiqu full restaur servic even simpler dish restrict choic lunchtim situat distanc centr
1635	Le Petit Bellevue	rue Grand Paradis 22	Cogne	11012	ITA	Aosta Valley	€€€	Italian Contemporary, Cuisine from the Aosta Valley	Car park, Garden or park, Interesting wine list, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0165 74825	https://www.hotelbellevue.it/it/ristoranti/view/le-petit-bellevue	45.6067309	7.3556842	situat one region ’ famou romant hotel small gem restaur offer seat period-styl tabl small dine room addit two tabl scenic view valley gran paradiso tuscan chef focus special aosta valley includ popular dish lillaz char roe butter sauc “ zuppa del bosco ” stew season mushroom serv aosta blue chees pinch fresh marjoram follow extraordinari chees trolley focus region special last least talent sommeli rino billia previou winner “ passion wine ” award demonstr skil understand guest ’ requir choos suitabl wine 1 600 label wine list
1636	Li Somari	Piazza Rivarola 21	Tivoli	10	ITA	Lazio	€€	Cuisine from Lazio, Traditional Cuisine	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 0774 282499	http://www.lisomari.com	41.9655435	12.7994909	transfer piazza rivarola 21 tivoli.adriano baldassarr ’ small intim restaur situat histor tivoli renown fascin histori hadrian ’ villa popular food-lov restaur serv delicaci oxtail ravioli tripe whole page menu dedic offal dish well panzanella char alessandro narducci latter pay tribut chef friend baldassar ’ tabl set promenad provid outdoor dine option restaur ’ sustain approach dine explain top menu
1637	Miramonti l'Altro	via Crosette 34, località Costorio	Concesio	25062	ITA	Lombardy	€€€€	Italian Contemporary, French	Air conditioning, Car park, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 030 275 1063	https://www.miramontilaltro.it/	45.6135819	10.2043986	french-italian coupl helm attract classic-styl villa outskirt brescia tabl laid bay window overlook garden friendli experienc wife overse front hous breton husband kitchen recreat memori childhood franc use french ingredi culinari techniqu menu also featur obvious italian mediterranean dish showcas delici gener flavour hallmark cuisin also unforgett chees trolley excel select chees itali upper hand
1638	Phi Restaurant - Giancarlo Morelli	località Forte Cappellini	Baia Sardinia	7021	ITA	Sardinia	€€€€	Modern Cuisine, Mediterranean Cuisine	Car park, Great view, Restaurant offering vegetarian menus, Terrace	Amex, Mastercard, Visa	+39 0789 955012	https://www.phibeach.com/restaurant/	41.1423061	9.4673947	glamour fashion hallmark restaur phi beach one attract nightclub-cum-loung bar costa smeralda take seat terrac right water soak romant sunset sea view enjoy italian mediterranean dish creat famou chef lombardi add right touch contemporari flavour also open lunch even menu dish avail alongsid array simpler option
1639	Qualia	via Giovanni Amendola 16/b	Cefalu	90015	ITA	Sicily	€€€	Italian, Sicilian	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 0921 820104	http://ristorantequalia.it	38.0381222	14.0211888	situat side street centr charm small town restaur boast dine room expos brickwork glimps kitchen plu small outdoor space tabl alfresco dine dish full flavour focu region ingredi fresh fish
1640	Une	via Fiorenzuola 37	Capodacqua	6034	ITA	Umbria	€€€	Creative, Umbrian	Counter dining	Amex, Mastercard, Visa	+39 334 885 1903	https://ristoranteune.com/	43.0177785	12.7839323	situat heart town nestl amid umbrian countrysid une serv two tast menu vari number cours follow season acquedotto relazioni featur modern creativ dish prepar use whole host local ingredi dessert absolut superb – particularli recommend namelaka soft delici cream elderberri mundo novo coffe emuls date caper ice cream
1641	Wistèria	fondamenta del Forner, sestiere San Polo 2908	Venice	30125	ITA	Veneto	€€€€	Contemporary, Venetian	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 041 524 3373	https://www.wisteria-restaurant.com/it/	45.43566	12.32682	situat along rio de la frescada one venic ’ mani quiet side canal restaur ’ small entranc overlook outdoor dine space enhanc wisteria provid outdoor tabl shade give restaur name chef valerio dallamano mani year experi alajmo famili delight guest dish made season ingredi reflect divers region full charact term present cuisin showcas best venic ’ gastronom tradit contemporari dish featur six- eight-cours tast menu
1642	Wood	via Guido Rey 26	Breuil Cervinia	11021	ITA	Aosta Valley	€€€	Creative, Contemporary	Interesting wine list, Restaurant offering vegetarian menus, Wheelchair access	Amex, Mastercard, Visa	+39 0166 948161	https://www.woodcervinia.it/	45.9334388	7.6294846	name suggest restaur decor profus wood partli mountain locat also excel femal chef origin lapland northern sweden cuisin surpris success combin scandinavian tradit italian flavour exot asian influenc result excel origin cuisin serv altitud 2 000m centr breuil-cervinia accompani wine list featur top-qual label includ rare vintag focu piedmont
1643	85 Bistrot	piazza Martiri di Via Fani 85	Sesto San Giovanni	20099	ITA	Lombardy	€€	Lombardian, Italian	Air conditioning, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 349 898 5891	https://www.85bistrotsesto.com/	45.5342494	9.2306544	simpl modern family-run trattoria welcom ambienc kind restaur everyon would love local owner-chef plenti experi work milanes restaur real culinari expert creat tradit dish milan also afield popular bread cutlet serv thick delic flavour veal enjoy full
1644	Acquolina	via del Vantaggio 14	Rome	186	ITA	Lazio	€€€€	Creative, Mediterranean Cuisine	Air conditioning, Interesting wine list, Wheelchair access	Amex, Mastercard, Visa	+39 06 320 1590	https://www.acquolinaristorante.it/	41.9086474	12.4753719	modern softli lit restaur situat first roma hotel near piazza del popolo decor distract gaze discreet profession servic attent concentr daniel lippi ’ cuisin chef creat two tast menu – first shorter option focus fish dish second longer menu also includ meat option whichev choos ’ enjoy creativ cuisin also hearti gener full substanc strong emphasi aromat herb barbecu dish
1645	Belé	via Angelo Fumagalli 3	Milan	20143	ITA	Lombardy	€€	Italian Contemporary	Air conditioning, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 02 3664 2933	http://www.beleristorante.com	45.450007	9.1702014	name say – milanes dialect “ belé ” mean beauti word apt descript restaur belé charmingli lit old-fashion chandeli piec crystal creat play light resembl intric shift lace-lik pattern dine room decor attract contemporari colour comfort armchair acoust perfect convers cuisin italian modern twist
1646	Café Quinson	piazza Principe Tomaso 10	Morgex	11017	ITA	Aosta Valley	€€€€	Cuisine from the Aosta Valley	Air conditioning, Interesting wine list, Restaurant offering vegetarian menus	Amex, Mastercard, Visa	+39 0165 809499	https://www.cafequinson.it/	45.75689	7.03578	café quinson reopen rustic yet eleg “ mountain restaur ” whole famili make guest feel welcom serv select region dish imagin contemporari touch excel choic wine almost avail glass
1647	Da Cecco	piazza Belvedere Puccini 10/12	Torre del Lago Puccini	55049	ITA	Tuscany	€	Tuscan	Air conditioning, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0584 341022	https://ristorante-da-cecco-torre-del-lago-puccini-lu.business.site/	43.83215	10.306611	cosylittl restaur begin lakefront mainli seafood dish though winter also game rustic atmospher
1648	Salamensa	via Monsignor Oscar Romero 29	Montichiari	25018	ITA	Lombardy	€	Country cooking, Modern Cuisine	Air conditioning, Wheelchair access	Mastercard, Visa	+39 030 961025	https://www.daldossogroup.it/	45.4157774	10.4012442	multi-funct open space bar breakfast classic restaur serv pizza made natur ferment dough although ambienc modern friendli minimalist attent paid choic ingredi prepar dish highest qualiti
1649	Essentia	piazza San Nicolò 2	Castrocaro Terme	47011	ITA	Emilia-Romagna	€€	Country cooking, Modern Cuisine	Air conditioning, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0543 768260	httpss://essentiaristorante.it	44.1713217	11.9468717	situat foot fortress histor centr castrocaro restaur interest young chef helm andrea giacchini cuisin often alway local influenc demonstr remark technic expertis neither overli ostentati end rather way skil showcas top-qual ingredi use
1650	Gardenia	corso Torino 9	Caluso	10014	ITA	Piedmont	€€€	Piedmontese, Modern Cuisine	Air conditioning, Car park, Interesting wine list, Restaurant offering vegetarian menus, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 011 983 2249	https://www.gardeniacaluso.com/	45.3034572	7.8896044	even ’ local ’ feel home old properti offer glimps piedmont old 19c build typic balconi run along inner courtyard atmospher continu dine room cours via dish menu region cuisin celebr full ’ find lot meat although fish option also avail accompani care select choic veget grown restaur ’ garden
1651	Gennaro Di Pace	vicolo della Chiesa 8, loc. Perno	Monforte d'Alba	12065	ITA	Piedmont	€€	Italian, Contemporary	Air conditioning	Amex, Mastercard, Visa	+39 379 113 0854	https://gennarodipace.it/	44.6119183	7.9755322	owner-chef ’ calabrian origin evid menu combin mediterranean cuisin includ fish seafood piedmontes special showcas beauti present dish prepar use contemporari techniqu small modern restaur situat near perno castl also open lunchtim prior reserv
1652	La Botte	via Giuseppe Garibaldi 8	Stresa	28838	ITA	Piedmont	€€	Modern Cuisine	Air conditioning, Wheelchair access	Mastercard, Visa	+39 0323 30462	http://www.trattorialabottestresa.it	45.8835969	8.5410813	modern welcom contemporari bistro situat heart stresa ’ histor centr run entir famili restaur serv modern imagin fish meat dish focu alway season ingredi interest wine list also includ select wine glass
1653	La Gioconda	via Brancuti	Cagli	61043	ITA	Marche	€	Country cooking, Modern Cuisine	Interesting wine list, Restaurant offering vegetarian menus, Terrace	Amex, Mastercard, Visa	+39 0721 781549	https://www.ristorantelagioconda.it/	43.5461484	12.6474362	situat heart histor centr restaur pay tribut cagli region march hinterland dish featur best local ingredi truffl season black white well dessert memori local sculptor eliseo mattiacci “ fabbrica del cosmo ” made yoghurt wafer strawberri wine list show strong prefer march also featur wine afield
1654	Il Portico	piazza Libertà 36	Appiano Gentile	22070	ITA	Lombardy	€€	Farm to table	Air conditioning, Wheelchair access	Mastercard, Visa	+39 031 931982		45.733696	8.979538	chef loprior return nativ region new restaur offer origin format – lunchtim menu focus singl cours option even tast menu compris interest combin imagin fish meat veget dish combin wish cuisin emphasi season market ingredi local sourc produc take pride place
1655	Oste Scuro - Finsterwirt	vicolo del Duomo 3	Brixen	39042	ITA	Trentino-South Tyrol	€€	Regional Cuisine, Traditional Cuisine	Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 0472 835343	https://www.adlerbressanone.com/ristorante-oste-scuro	46.7157558	11.6565447	run capabl mayr famili long-establish restaur occupi narrow alleyway centr bressanon brixen sinc late 19c dine room decor histor style plu ’ charm terrac alfresco dine summer dish present differ tast menu option choos tradit mediterranean dish à la cart style – highli recommend soup made sylvan wine isarco valley well tirtl fri pie stuf ricotta spinach cinnamon guestroom avail nearbi recent renov adler histor guesthous run owner
1656	Osteria La Torre	via dell'Ospedale 22	Cherasco	12062	ITA	Piedmont	€€	Piedmontese	Air conditioning, Interesting wine list, Terrace, Wheelchair access	Mastercard, Visa	+39 0172 488458	https://www.osterialatorrecherasco.it/	44.6516877	7.8570495	get welcom restaur ’ best leav car one conveni car park outsid town wall short walk cherasco ’ quiet picturesqu histor centr two perpendicular street osteria la torr friendli femal staff happili guid menu featur tradit dish prepar contemporari style – particularli enjoy egg cardoon fondu dish follow bread veal rump main cours ’ fan snail realli must tri cherasco renown special extens wine list demonstr high qualiti cuisin
1657	Osteria Taviani	piazza Vittorio Emanuele II 28	Bientina	56031	ITA	Tuscany	€€	Tuscan, Modern Cuisine	Air conditioning, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0587 757374		43.7103695	10.6189082	pleasant warmli decor restaur run passion enthusiasm elena alessandro former supervis front hous latter helm kitchen cuisin modern full flavour focu meat dish although fish option also featur root firmli anchor tuscan tradit fri steak hunt season contemporary-styl game dish particularli delici wine list includ french label
1658	Pietramare Natural Food	SS 106, loc. Praialonga,	Isola di Capo Rizzuto	88841	ITA	Calabria	€€€€	Creative, Contemporary	Air conditioning, Car park, Counter dining, Garden or park, Restaurant offering vegetarian menus, Terrace	Amex, Mastercard, Visa	+39 0962 376640	https://pietramarenaturalfood.com/	38.93424	16.9935	eleg set dry-ston wall mediterranean veget stylish restaur boast personalis decor right smallest detail new chef prepar modern dish inspir region gener southern itali menu focus fish rather meat well vegetarian menu ’ also charm cigar room small loung area fireplac
1659	San Martino 26	via San Martino 26	San Gimignano	53037	ITA	Tuscany	€€€	Country cooking, Creative	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 0577 940483	https://www.ristorantesanmartino26.it/	43.4699456	11.0419316	occupi wine cellar old palazzo histor centr restaur fashion feel tabl select contemporari style dish inspir classic recip tuscani elsewher menu
1660	Strattoria	Piazza Angelo Gnemmi	Montrigiasco	28041	ITA	Piedmont	€€€	Contemporary	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 0322 57142	https://www.strattoria.it	45.7715102	8.5130006	situat foothil around lake maggior colour welcom restaur pleasantli relax ambienc skil chef creat cuisin inspir region well afield showcas top-qual ingredi includ dish veal tongu barbecu prawn carrot interest wine list friendli servic complet pictur
1661	Trattoria da Amerigo	via Marconi 16	Savigno	40060	ITA	Emilia-Romagna	€€	Emilian	Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 051 670 8326	https://amerigo1934.com/	44.3903557	11.0739644	situat hill immedi outsid bologna amerigo pay tribut typic italian trattoria take guest nostalg journey back time familiar italian inhabit emilia metr town ’ main squar restaur ’ entranc via shop sell wine sauc delicaci enter dine room two room first floor – one home first televis villag decor period ornament second adorn fresco cuisin typic emilia apennin featur excel select cure ham fresh region pasta well game truffl surround hill season tradit top-qual ingredi feast eye well palat
1662	Trippini	via Italia 14	Civitella del Lago	5023	ITA	Umbria	€€€	Umbrian, Contemporary	Air conditioning, Great view	Amex, Mastercard, Visa	+39 0744 950316	https://www.paolotrippini.it	42.7107716	12.2812758	tabl spectacular view lake corbara characteris restaur run famili sinc 1964. delici cuisin region flavour showcas home-cook recip typic sunday favourit yet contemporari twist incorpor plenti intens flavour
1663	Al Becco della Civetta	vico I Maglietta 7	Castelmezzano	85010	ITA	Basilicata	€€	Cuisine from Basilicata	Air conditioning	Mastercard, Visa	+39 0971 986249	https://www.beccodellacivetta.it/	40.52995	16.0463	owner chef restaur small villag nestl lucan dolomit focus region cuisin serv dish inspir two muse – mother grandmoth dish often announc tabl special includ delici ficotto fig wine stun view grandios mountain sceneri guestroom quiet welcom
1664	Badessa	via Case Secchia 2	Casalgrande	42013	ITA	Emilia-Romagna	€€	Emilian	Air conditioning, Car park, Terrace	Amex, Mastercard, Visa	+39 0522 989138	https://www.ristorantebadessa.it/	44.6255198	10.7485293	restaur surpris locat 19c chees factori produc parmesan chees although purpos build chang love region remain chef goe way sourc local ingredi serv tradit emilian dish often modern twist one best restaur rural reggio emilia
1665	Borgo Poscolle	via Poscolle 21/a	Cavazzo Carnico	33020	ITA	Friuli-Venezia Giulia	€	Traditional Cuisine	Car park, Terrace, Wheelchair access	Mastercard, Visa	+39 366 491 5854		46.36565	13.03708	home style cook focu region special serv attract famili run trattoria organ veget garden educ `` pet therapi '' farm search ingredi produc close home possibl someth obsess owner chef also passion dessert make sure tri millefeuil strawberri cream
1666	Da Fausto	Località Valle Prati 1	Cavatore	15010	ITA	Piedmont	€€	Piedmontese	Car park, Great view, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 0144 325387	https://www.relaisborgodelgallo.com/	44.63598	8.44158	typic restaur stone façad superb view alp clear day agnolotti pasta thick meat sauc gener portion beauti present home cook dish featur menu
